Chapter,Group,Sub-group,Sub-group disaggregation,Topic,Topic disaggregation,Current/Trend,Year,Numerator,Denominator,Per cent
Overview and demographics,Maternal age,Maternal age,24,State and territory of birth,Qld,Trend,2012,10397,62650,16.6
Overview and demographics,Maternal age,Maternal age,24,State and territory of birth,WA,Trend,2012,4912,33393,14.7
Overview and demographics,Maternal age,Maternal age,24,State and territory of birth,SA,Trend,2012,2966,20338,14.6
Overview and demographics,Maternal age,Maternal age,24,State and territory of birth,Tas,Trend,2012,1049,5863,17.9
Overview and demographics,Maternal age,Maternal age,24,State and territory of birth,ACT,Trend,2012,615,6035,10.2
Overview and demographics,Maternal age,Maternal age,24,State and territory of birth,NT,Trend,2012,850,3983,21.3
Overview and demographics,Maternal age,Maternal age,29,State and territory of birth,NSW,Trend,2012,26584,98138,27.1
Overview and demographics,Maternal age,Maternal age,29,State and territory of birth,Vic,Trend,2012,20696,77170,26.8
Overview and demographics,Maternal age,Maternal age,29,State and territory of birth,Qld,Trend,2012,18259,62650,29.1
Overview and demographics,Maternal age,Maternal age,29,State and territory of birth,WA,Trend,2012,9543,33393,28.6
Overview and demographics,Maternal age,Maternal age,29,State and territory of birth,SA,Trend,2012,6048,20338,29.7
Overview and demographics,Maternal age,Maternal age,29,State and territory of birth,Tas,Trend,2012,1705,5863,29.1
Overview and demographics,Maternal age,Maternal age,29,State and territory of birth,ACT,Trend,2012,1620,6035,26.8
Overview and demographics,Maternal age,Maternal age,29,State and territory of birth,NT,Trend,2012,1082,3983,27.2
Overview and demographics,Maternal age,Maternal age,34,State and territory of birth,NSW,Trend,2012,32469,98138,33.1
Overview and demographics,Maternal age,Maternal age,34,State and territory of birth,Vic,Trend,2012,26830,77170,34.8
Overview and demographics,Maternal age,Maternal age,34,State and territory of birth,Qld,Trend,2012,18774,62650,30
Overview and demographics,Maternal age,Maternal age,34,State and territory of birth,WA,Trend,2012,10751,33393,32.2
Overview and demographics,Maternal age,Maternal age,34,State and territory of birth,SA,Trend,2012,6379,20338,31.4
Overview and demographics,Maternal age,Maternal age,34,State and territory of birth,Tas,Trend,2012,1630,5863,27.8
Overview and demographics,Maternal age,Maternal age,34,State and territory of birth,ACT,Trend,2012,2220,6035,36.8
Overview and demographics,Maternal age,Maternal age,34,State and territory of birth,NT,Trend,2012,1041,3983,26.1
Overview and demographics,Maternal age,Maternal age,39,State and territory of birth,NSW,Trend,2012,18677,98138,19
Overview and demographics,Maternal age,Maternal age,39,State and territory of birth,Vic,Trend,2012,15699,77170,20.3
Overview and demographics,Maternal age,Maternal age,39,State and territory of birth,Qld,Trend,2012,9813,62650,15.7
Overview and demographics,Maternal age,Maternal age,39,State and territory of birth,WA,Trend,2012,5571,33393,16.7
Overview and demographics,Maternal age,Maternal age,39,State and territory of birth,SA,Trend,2012,3359,20338,16.5
Overview and demographics,Maternal age,Maternal age,39,State and territory of birth,Tas,Trend,2012,898,5863,15.3
Overview and demographics,Maternal age,Maternal age,39,State and territory of birth,ACT,Trend,2012,1170,6035,19.4
Overview and demographics,Maternal age,Maternal age,39,State and territory of birth,NT,Trend,2012,498,3983,12.5
Overview and demographics,Maternal age,Maternal age,40,State and territory of birth,NSW,Trend,2012,4699,98138,4.8
Overview and demographics,Maternal age,Maternal age,40,State and territory of birth,Vic,Trend,2012,3692,77170,4.8
Overview and demographics,Maternal age,Maternal age,40,State and territory of birth,Qld,Trend,2012,2243,62650,3.6
Overview and demographics,Maternal age,Maternal age,40,State and territory of birth,WA,Trend,2012,1274,33393,3.8
Overview and demographics,Maternal age,Maternal age,40,State and territory of birth,SA,Trend,2012,790,20338,3.9
Overview and demographics,Maternal age,Maternal age,40,State and territory of birth,Tas,Trend,2012,221,5863,3.8
Overview and demographics,Maternal age,Maternal age,40,State and territory of birth,ACT,Trend,2012,277,6035,4.6
Overview and demographics,Maternal age,Maternal age,40,State and territory of birth,NT,Trend,2012,127,3983,3.2
Overview and demographics,Maternal age,Maternal age,0,State and territory of birth,NSW,Trend,2012,14,98138,0
Overview and demographics,Maternal age,Maternal age,0,State and territory of birth,Vic,Trend,2012,53,77170,0.1
Overview and demographics,Maternal age,Maternal age,0,State and territory of birth,Qld,Trend,2012,0,62650,0
Overview and demographics,Maternal age,Maternal age,0,State and territory of birth,WA,Trend,2012,0,33393,0
Overview and demographics,Maternal age,Maternal age,0,State and territory of birth,SA,Trend,2012,0,20338,0
Overview and demographics,Maternal age,Maternal age,0,State and territory of birth,Tas,Trend,2012,0,5863,0
Overview and demographics,Maternal age,Maternal age,0,State and territory of birth,ACT,Trend,2012,0,6035,0
Overview and demographics,Maternal age,Maternal age,0,State and territory of birth,NT,Trend,2012,0,3983,0
Overview and demographics,Maternal age,Maternal age,20,Patient election status,Public,Trend,2013,9544,199090,4.8
Overview and demographics,Maternal age,Maternal age,20,Patient election status,Private,Trend,2013,366,92625,0.4
Overview and demographics,Maternal age,Maternal age,20,Patient election status,Not stated,Trend,2013,65,4896,1.3
Overview and demographics,Maternal age,Maternal age,24,Patient election status,Public,Trend,2013,36381,199090,18.3
Overview and demographics,Maternal age,Maternal age,24,Patient election status,Private,Trend,2013,3247,92625,3.5
Overview and demographics,Maternal age,Maternal age,24,Patient election status,Not stated,Trend,2013,508,4896,10.4
Overview and demographics,Maternal age,Maternal age,29,Patient election status,Public,Trend,2013,60395,199090,30.3
Overview and demographics,Maternal age,Maternal age,29,Patient election status,Private,Trend,2013,19738,92625,21.3
Overview and demographics,Maternal age,Maternal age,29,Patient election status,Not stated,Trend,2013,1426,4896,29.1
Overview and demographics,Maternal age,Maternal age,34,Patient election status,Public,Trend,2013,57674,199090,29
Overview and demographics,Maternal age,Maternal age,34,Patient election status,Private,Trend,2013,39326,92625,42.5
Overview and demographics,Maternal age,Maternal age,34,Patient election status,Not stated,Trend,2013,1759,4896,35.9
Overview and demographics,Maternal age,Maternal age,39,Patient election status,Public,Trend,2013,28132,199090,14.1
Overview and demographics,Maternal age,Maternal age,39,Patient election status,Private,Trend,2013,23979,92625,25.9
Overview and demographics,Maternal age,Maternal age,39,Patient election status,Not stated,Trend,2013,900,4896,18.4
Overview and demographics,Maternal age,Maternal age,40,Patient election status,Public,Trend,2013,6961,199090,3.5
Overview and demographics,Maternal age,Maternal age,40,Patient election status,Private,Trend,2013,5934,92625,6.4
Overview and demographics,Maternal age,Maternal age,40,Patient election status,Not stated,Trend,2013,234,4896,4.8
Overview and demographics,Maternal age,Maternal age,0,Patient election status,Public,Trend,2013,3,199090,0
Overview and demographics,Maternal age,Maternal age,0,Patient election status,Private,Trend,2013,35,92625,0
Overview and demographics,Maternal age,Maternal age,0,Patient election status,Not stated,Trend,2013,4,4896,0.1
Overview and demographics,Maternal age,Maternal age,20,Hospital sector,Public,Trend,2013,9573,213095,4.5
Overview and demographics,Maternal age,Maternal age,20,Hospital sector,Private,Trend,2013,402,83516,0.5
Overview and demographics,Maternal age,Maternal age,20,Hospital sector,Not stated,Trend,2013,0,0,0
Overview and demographics,Maternal age,Maternal age,24,Hospital sector,Public,Trend,2013,37015,213095,17.4
Overview and demographics,Maternal age,Maternal age,24,Hospital sector,Private,Trend,2013,3121,83516,3.7
Overview and demographics,Maternal age,Maternal age,24,Hospital sector,Not stated,Trend,2013,0,0,0
Overview and demographics,Maternal age,Maternal age,29,Hospital sector,Public,Trend,2013,63984,213095,30
Overview and demographics,Maternal age,Maternal age,29,Hospital sector,Private,Trend,2013,17575,83516,21
Overview and demographics,Maternal age,Maternal age,29,Hospital sector,Not stated,Trend,2013,0,0,0
Overview and demographics,Maternal age,Maternal age,34,Hospital sector,Public,Trend,2013,63266,213095,29.7
Overview and demographics,Maternal age,Maternal age,34,Hospital sector,Private,Trend,2013,35493,83516,42.5
Overview and demographics,Maternal age,Maternal age,34,Hospital sector,Not stated,Trend,2013,0,0,0
Overview and demographics,Maternal age,Maternal age,39,Hospital sector,Public,Trend,2013,31428,213095,14.7
Overview and demographics,Maternal age,Maternal age,39,Hospital sector,Private,Trend,2013,21583,83516,25.8
Overview and demographics,Maternal age,Maternal age,39,Hospital sector,Not stated,Trend,2013,0,0,0
Overview and demographics,Maternal age,Maternal age,40,Hospital sector,Public,Trend,2013,7825,213095,3.7
Overview and demographics,Maternal age,Maternal age,40,Hospital sector,Private,Trend,2013,5304,83516,6.4
Overview and demographics,Maternal age,Maternal age,40,Hospital sector,Not stated,Trend,2013,0,0,0
Overview and demographics,Maternal age,Maternal age,0,Hospital sector,Public,Trend,2013,4,213095,0
Overview and demographics,Maternal age,Maternal age,0,Hospital sector,Private,Trend,2013,38,83516,0
Overview and demographics,Maternal age,Maternal age,0,Hospital sector,Not stated,Trend,2013,0,0,0
Overview and demographics,Maternal age,Maternal age,20,Indigenous status (mother),Indigenous,Trend,2013,2203,12380,17.8
Overview and demographics,Maternal age,Maternal age,20,Indigenous status (mother),Non-Indigenous,Trend,2013,7959,291700,2.7
Overview and demographics,Maternal age,Maternal age,20,Indigenous status (mother),Not stated,Trend,2013,24,697,3.4
Overview and demographics,Maternal age,Maternal age,24,Indigenous status (mother),Indigenous,Trend,2013,4128,12380,33.3
Overview and demographics,Maternal age,Maternal age,24,Indigenous status (mother),Non-Indigenous,Trend,2013,36944,291700,12.7
Overview and demographics,Maternal age,Maternal age,24,Indigenous status (mother),Not stated,Trend,2013,91,697,13.1
Overview and demographics,Maternal age,Maternal age,29,Indigenous status (mother),Indigenous,Trend,2013,3084,12380,24.9
Overview and demographics,Maternal age,Maternal age,29,Indigenous status (mother),Non-Indigenous,Trend,2013,80656,291700,27.7
Overview and demographics,Maternal age,Maternal age,29,Indigenous status (mother),Not stated,Trend,2013,176,697,25.3
Overview and demographics,Maternal age,Maternal age,34,Indigenous status (mother),Indigenous,Trend,2013,1781,12380,14.4
Overview and demographics,Maternal age,Maternal age,34,Indigenous status (mother),Non-Indigenous,Trend,2013,99619,291700,34.2
Overview and demographics,Maternal age,Maternal age,34,Indigenous status (mother),Not stated,Trend,2013,218,697,31.3
Overview and demographics,Maternal age,Maternal age,39,Indigenous status (mother),Indigenous,Trend,2013,939,12380,7.6
Overview and demographics,Maternal age,Maternal age,39,Indigenous status (mother),Non-Indigenous,Trend,2013,53366,291700,18.3
Overview and demographics,Maternal age,Maternal age,39,Indigenous status (mother),Not stated,Trend,2013,139,697,19.9
Overview and demographics,Maternal age,Maternal age,40,Indigenous status (mother),Indigenous,Trend,2013,245,12380,2
Overview and demographics,Maternal age,Maternal age,40,Indigenous status (mother),Non-Indigenous,Trend,2013,13100,291700,4.5
Overview and demographics,Maternal age,Maternal age,40,Indigenous status (mother),Not stated,Trend,2013,44,697,6.3
Overview and demographics,Maternal age,Maternal age,0,Indigenous status (mother),Indigenous,Trend,2013,0,12380,0
Overview and demographics,Maternal age,Maternal age,0,Indigenous status (mother),Non-Indigenous,Trend,2013,56,291700,0
Overview and demographics,Maternal age,Maternal age,0,Indigenous status (mother),Not stated,Trend,2013,5,697,0.7
Overview and demographics,Maternal age,Maternal age,20,Parity,None,Trend,2013,8539,132797,6.4
Overview and demographics,Maternal age,Maternal age,20,Parity,One,Trend,2013,1479,102623,1.4
Overview and demographics,Maternal age,Maternal age,20,Parity,Two,Trend,2013,152,42906,0.4
Overview and demographics,Maternal age,Maternal age,20,Parity,Three,Trend,2013,10,15033,0.1
Overview and demographics,Maternal age,Maternal age,24,Parity,None,Trend,2013,22982,132797,17.3
Overview and demographics,Maternal age,Maternal age,24,Parity,One,Trend,2013,12885,102623,12.6
Overview and demographics,Maternal age,Maternal age,24,Parity,Two,Trend,2013,3997,42906,9.3
Overview and demographics,Maternal age,Maternal age,24,Parity,Three,Trend,2013,974,15033,6.5
Overview and demographics,Maternal age,Maternal age,24,Parity,Four or more,Trend,2013,262,10400,2.5
Overview and demographics,Maternal age,Maternal age,24,Parity,Not stated,Trend,2013,63,1018,6.2
Overview and demographics,Maternal age,Maternal age,29,Parity,None,Trend,2013,41857,132797,31.5
Overview and demographics,Maternal age,Maternal age,29,Parity,One,Trend,2013,26063,102623,25.4
Overview and demographics,Maternal age,Maternal age,29,Parity,Two,Trend,2013,10262,42906,23.9
Overview and demographics,Maternal age,Maternal age,29,Parity,Three,Trend,2013,3635,15033,24.2
Overview and demographics,Maternal age,Maternal age,29,Parity,Four or more,Trend,2013,1892,10400,18.2
Overview and demographics,Maternal age,Maternal age,29,Parity,Not stated,Trend,2013,207,1018,20.3
Overview and demographics,Maternal age,Maternal age,34,Parity,None,Trend,2013,40255,132797,30.3
Overview and demographics,Maternal age,Maternal age,34,Parity,One,Trend,2013,37433,102623,36.5
Overview and demographics,Maternal age,Maternal age,34,Parity,Two,Trend,2013,14930,42906,34.8
Overview and demographics,Maternal age,Maternal age,34,Parity,Three,Trend,2013,5129,15033,34.1
Overview and demographics,Maternal age,Maternal age,34,Parity,Four or more,Trend,2013,3516,10400,33.8
Overview and demographics,Maternal age,Maternal age,34,Parity,Not stated,Trend,2013,355,1018,34.9
Overview and demographics,Maternal age,Maternal age,39,Parity,None,Trend,2013,15460,132797,11.6
Overview and demographics,Maternal age,Maternal age,39,Parity,One,Trend,2013,20383,102623,19.9
Overview and demographics,Maternal age,Maternal age,39,Parity,Two,Trend,2013,10983,42906,25.6
Overview and demographics,Maternal age,Maternal age,39,Parity,Three,Trend,2013,4009,15033,26.7
Overview and demographics,Maternal age,Maternal age,39,Parity,Four or more,Trend,2013,3317,10400,31.9
Overview and demographics,Maternal age,Maternal age,39,Parity,Not stated,Trend,2013,292,1018,28.7
Overview and demographics,Maternal age,Maternal age,40,Parity,None,Trend,2013,3678,132797,2.8
Overview and demographics,Maternal age,Maternal age,40,Parity,One,Trend,2013,4355,102623,4.2
Overview and demographics,Maternal age,Maternal age,40,Parity,Two,Trend,2013,2574,42906,6
Overview and demographics,Maternal age,Maternal age,40,Parity,Three,Trend,2013,1274,15033,8.5
Overview and demographics,Maternal age,Maternal age,0,Parity,None,Trend,2013,26,132797,0
Overview and demographics,Maternal age,Maternal age,0,Parity,One,Trend,2013,25,102623,0
Overview and demographics,Maternal age,Maternal age,0,Parity,Two,Trend,2013,8,42906,0
Overview and demographics,Maternal age,Maternal age,0,Parity,Three,Trend,2013,2,15033,0
Overview and demographics,Maternal age,Maternal age,0,Parity,Four or more,Trend,2013,0,10400,0
Overview and demographics,Maternal age,Maternal age,0,Parity,Not stated,Trend,2013,0,1018,0
Overview and demographics,Maternal age,Maternal age,20,State and territory of birth,NSW,Trend,2013,2847,95535,3
Overview and demographics,Maternal age,Maternal age,20,State and territory of birth,Vic,Trend,2013,1738,77122,2.3
Overview and demographics,Maternal age,Maternal age,20,State and territory of birth,Qld,Trend,2013,2942,62168,4.7
Overview and demographics,Maternal age,Maternal age,20,State and territory of birth,WA,Trend,2013,1236,33928,3.6
Overview and demographics,Maternal age,Maternal age,20,State and territory of birth,SA,Trend,2013,666,19925,3.3
Overview and demographics,Maternal age,Maternal age,20,State and territory of birth,Tas,Trend,2013,326,5936,5.5
Overview and demographics,Maternal age,Maternal age,20,State and territory of birth,ACT,Trend,2013,114,6145,1.9
Overview and demographics,Maternal age,Maternal age,20,State and territory of birth,NT,Trend,2013,317,4018,7.9
Overview and demographics,Maternal age,Maternal age,24,State and territory of birth,NSW,Trend,2013,12097,95535,12.7
Overview and demographics,Maternal age,Maternal age,24,State and territory of birth,Vic,Trend,2013,8370,77122,10.9
Overview and demographics,Maternal age,Maternal age,24,State and territory of birth,Qld,Trend,2013,10448,62168,16.8
Overview and demographics,Maternal age,Maternal age,24,State and territory of birth,WA,Trend,2013,4923,33928,14.5
Overview and demographics,Maternal age,Maternal age,24,State and territory of birth,SA,Trend,2013,2881,19925,14.5
Overview and demographics,Maternal age,Maternal age,24,State and territory of birth,Tas,Trend,2013,1098,5936,18.5
Overview and demographics,Maternal age,Maternal age,24,State and territory of birth,ACT,Trend,2013,542,6145,8.8
Overview and demographics,Maternal age,Maternal age,24,State and territory of birth,NT,Trend,2013,804,4018,20
Overview and demographics,Maternal age,Maternal age,29,State and territory of birth,NSW,Trend,2013,25801,95535,27
Overview and demographics,Maternal age,Maternal age,29,State and territory of birth,Vic,Trend,2013,20262,77122,26.3
Overview and demographics,Maternal age,Maternal age,29,State and territory of birth,Qld,Trend,2013,17771,62168,28.6
Overview and demographics,Maternal age,Maternal age,29,State and territory of birth,WA,Trend,2013,9599,33928,28.3
Overview and demographics,Maternal age,Maternal age,29,State and territory of birth,SA,Trend,2013,5858,19925,29.4
Overview and demographics,Maternal age,Maternal age,29,State and territory of birth,Tas,Trend,2013,1765,5936,29.7
Overview and demographics,Maternal age,Maternal age,29,State and territory of birth,ACT,Trend,2013,1683,6145,27.4
Overview and demographics,Maternal age,Maternal age,29,State and territory of birth,NT,Trend,2013,1177,4018,29.3
Overview and demographics,Maternal age,Maternal age,34,State and territory of birth,NSW,Trend,2013,32410,95535,33.9
Overview and demographics,Maternal age,Maternal age,34,State and territory of birth,Vic,Trend,2013,27362,77122,35.5
Overview and demographics,Maternal age,Maternal age,34,State and territory of birth,Qld,Trend,2013,18994,62168,30.6
Overview and demographics,Maternal age,Maternal age,34,State and territory of birth,WA,Trend,2013,11225,33928,33.1
Overview and demographics,Maternal age,Maternal age,34,State and territory of birth,SA,Trend,2013,6576,19925,33
Overview and demographics,Maternal age,Maternal age,34,State and territory of birth,Tas,Trend,2013,1676,5936,28.2
Overview and demographics,Maternal age,Maternal age,34,State and territory of birth,ACT,Trend,2013,2285,6145,37.2
Overview and demographics,Maternal age,Maternal age,34,State and territory of birth,NT,Trend,2013,1090,4018,27.1
Overview and demographics,Maternal age,Maternal age,39,State and territory of birth,NSW,Trend,2013,17840,95535,18.7
Overview and demographics,Maternal age,Maternal age,39,State and territory of birth,Vic,Trend,2013,15561,77122,20.2
Overview and demographics,Maternal age,Maternal age,39,State and territory of birth,Qld,Trend,2013,9695,62168,15.6
Overview and demographics,Maternal age,Maternal age,39,State and territory of birth,WA,Trend,2013,5613,33928,16.5
Overview and demographics,Maternal age,Maternal age,39,State and territory of birth,SA,Trend,2013,3158,19925,15.8
Overview and demographics,Maternal age,Maternal age,39,State and territory of birth,Tas,Trend,2013,842,5936,14.2
Overview and demographics,Maternal age,Maternal age,39,State and territory of birth,ACT,Trend,2013,1224,6145,19.9
Overview and demographics,Maternal age,Maternal age,39,State and territory of birth,NT,Trend,2013,511,4018,12.7
Overview and demographics,Maternal age,Maternal age,40,State and territory of birth,NSW,Trend,2013,4522,95535,4.7
Overview and demographics,Maternal age,Maternal age,40,State and territory of birth,Vic,Trend,2013,3786,77122,4.9
Overview and demographics,Maternal age,Maternal age,40,State and territory of birth,Qld,Trend,2013,2318,62168,3.7
Overview and demographics,Maternal age,Maternal age,40,State and territory of birth,WA,Trend,2013,1332,33928,3.9
Overview and demographics,Maternal age,Maternal age,40,State and territory of birth,SA,Trend,2013,786,19925,3.9
Overview and demographics,Maternal age,Maternal age,40,State and territory of birth,Tas,Trend,2013,229,5936,3.9
Overview and demographics,Maternal age,Maternal age,40,State and territory of birth,ACT,Trend,2013,297,6145,4.8
Overview and demographics,Maternal age,Maternal age,40,State and territory of birth,NT,Trend,2013,119,4018,3
Overview and demographics,Maternal age,Maternal age,0,State and territory of birth,NSW,Trend,2013,18,95535,0
Overview and demographics,Maternal age,Maternal age,0,State and territory of birth,Vic,Trend,2013,43,77122,0.1
Overview and demographics,Maternal age,Maternal age,0,State and territory of birth,Qld,Trend,2013,0,62168,0
Overview and demographics,Maternal age,Maternal age,0,State and territory of birth,WA,Trend,2013,0,33928,0
Overview and demographics,Maternal age,Maternal age,0,State and territory of birth,SA,Trend,2013,0,19925,0
Overview and demographics,Maternal age,Maternal age,0,State and territory of birth,Tas,Trend,2013,0,5936,0
Overview and demographics,Maternal age,Maternal age,0,State and territory of birth,ACT,Trend,2013,0,6145,0
Overview and demographics,Maternal age,Maternal age,0,State and territory of birth,NT,Trend,2013,0,4018,0
Overview and demographics,Maternal age,Maternal age,20,Patient election status,Public,Trend,2014,8746,203727,4.3
Overview and demographics,Maternal age,Maternal age,20,Patient election status,Private,Trend,2014,368,94142,0.4
Overview and demographics,Maternal age,Maternal age,20,Patient election status,Not stated,Trend,2014,30,2413,1.2
Overview and demographics,Maternal age,Maternal age,24,Patient election status,Public,Trend,2014,35490,203727,17.4
Overview and demographics,Maternal age,Maternal age,24,Patient election status,Private,Trend,2014,3156,94142,3.4
Overview and demographics,Maternal age,Maternal age,24,Patient election status,Not stated,Trend,2014,301,2413,12.5
Overview and demographics,Maternal age,Maternal age,29,Patient election status,Public,Trend,2014,62207,203727,30.5
Overview and demographics,Maternal age,Maternal age,29,Patient election status,Private,Trend,2014,19923,94142,21.2
Overview and demographics,Maternal age,Maternal age,29,Patient election status,Not stated,Trend,2014,925,2413,38.3
Overview and demographics,Maternal age,Maternal age,34,Patient election status,Public,Trend,2014,61267,203727,30.1
Overview and demographics,Maternal age,Maternal age,34,Patient election status,Private,Trend,2014,40624,94142,43.2
Overview and demographics,Maternal age,Maternal age,34,Patient election status,Not stated,Trend,2014,785,2413,32.5
Overview and demographics,Maternal age,Maternal age,39,Patient election status,Public,Trend,2014,29053,203727,14.3
Overview and demographics,Maternal age,Maternal age,39,Patient election status,Private,Trend,2014,24207,94142,25.7
Overview and demographics,Maternal age,Maternal age,39,Patient election status,Not stated,Trend,2014,311,2413,12.9
Overview and demographics,Maternal age,Maternal age,40,Patient election status,Public,Trend,2014,6963,203727,3.4
Overview and demographics,Maternal age,Maternal age,40,Patient election status,Private,Trend,2014,5858,94142,6.2
Overview and demographics,Maternal age,Maternal age,40,Patient election status,Not stated,Trend,2014,61,2413,2.5
Overview and demographics,Maternal age,Maternal age,0,Patient election status,Public,Trend,2014,1,203727,0
Overview and demographics,Maternal age,Maternal age,0,Patient election status,Private,Trend,2014,6,94142,0
Overview and demographics,Maternal age,Maternal age,0,Patient election status,Not stated,Trend,2014,0,2413,0
Overview and demographics,Maternal age,Maternal age,20,Hospital sector,Public,Trend,2014,8790,217916,4
Overview and demographics,Maternal age,Maternal age,20,Hospital sector,Private,Trend,2014,354,82366,0.4
Overview and demographics,Maternal age,Maternal age,20,Hospital sector,Not stated,Trend,2014,0,0,0
Overview and demographics,Maternal age,Maternal age,24,Hospital sector,Public,Trend,2014,36038,217916,16.5
Overview and demographics,Maternal age,Maternal age,24,Hospital sector,Private,Trend,2014,2909,82366,3.5
Overview and demographics,Maternal age,Maternal age,24,Hospital sector,Not stated,Trend,2014,0,0,0
Overview and demographics,Maternal age,Maternal age,29,Hospital sector,Public,Trend,2014,65643,217916,30.1
Overview and demographics,Maternal age,Maternal age,29,Hospital sector,Private,Trend,2014,17412,82366,21.1
Overview and demographics,Maternal age,Maternal age,29,Hospital sector,Not stated,Trend,2014,0,0,0
Overview and demographics,Maternal age,Maternal age,34,Hospital sector,Public,Trend,2014,67079,217916,30.8
Overview and demographics,Maternal age,Maternal age,34,Hospital sector,Private,Trend,2014,35597,82366,43.2
Overview and demographics,Maternal age,Maternal age,34,Hospital sector,Not stated,Trend,2014,0,0,0
Overview and demographics,Maternal age,Maternal age,39,Hospital sector,Public,Trend,2014,32434,217916,14.9
Overview and demographics,Maternal age,Maternal age,39,Hospital sector,Private,Trend,2014,21137,82366,25.7
Overview and demographics,Maternal age,Maternal age,39,Hospital sector,Not stated,Trend,2014,0,0,0
Overview and demographics,Maternal age,Maternal age,40,Hospital sector,Public,Trend,2014,7930,217916,3.6
Overview and demographics,Maternal age,Maternal age,40,Hospital sector,Private,Trend,2014,4952,82366,6
Overview and demographics,Maternal age,Maternal age,40,Hospital sector,Not stated,Trend,2014,0,0,0
Overview and demographics,Maternal age,Maternal age,0,Hospital sector,Public,Trend,2014,2,217916,0
Overview and demographics,Maternal age,Maternal age,0,Hospital sector,Private,Trend,2014,5,82366,0
Overview and demographics,Maternal age,Maternal age,0,Hospital sector,Not stated,Trend,2014,0,0,0
Overview and demographics,Maternal age,Maternal age,20,Indigenous status (mother),Indigenous,Trend,2014,2116,12817,16.5
Overview and demographics,Maternal age,Maternal age,20,Indigenous status (mother),Non-Indigenous,Trend,2014,7195,294521,2.4
Overview and demographics,Maternal age,Maternal age,20,Indigenous status (mother),Not stated,Trend,2014,21,506,4.2
Overview and demographics,Maternal age,Maternal age,24,Indigenous status (mother),Indigenous,Trend,2014,4165,12817,32.5
Overview and demographics,Maternal age,Maternal age,24,Indigenous status (mother),Non-Indigenous,Trend,2014,35680,294521,12.1
Overview and demographics,Maternal age,Maternal age,24,Indigenous status (mother),Not stated,Trend,2014,59,506,11.7
Overview and demographics,Maternal age,Maternal age,29,Indigenous status (mother),Indigenous,Trend,2014,3350,12817,26.1
Overview and demographics,Maternal age,Maternal age,29,Indigenous status (mother),Non-Indigenous,Trend,2014,81801,294521,27.8
Overview and demographics,Maternal age,Maternal age,29,Indigenous status (mother),Not stated,Trend,2014,145,506,28.7
Overview and demographics,Maternal age,Maternal age,34,Indigenous status (mother),Indigenous,Trend,2014,2008,12817,15.7
Overview and demographics,Maternal age,Maternal age,34,Indigenous status (mother),Non-Indigenous,Trend,2014,103134,294521,35
Overview and demographics,Maternal age,Maternal age,34,Indigenous status (mother),Not stated,Trend,2014,158,506,31.2
Overview and demographics,Maternal age,Maternal age,39,Indigenous status (mother),Indigenous,Trend,2014,935,12817,7.3
Overview and demographics,Maternal age,Maternal age,39,Indigenous status (mother),Non-Indigenous,Trend,2014,53862,294521,18.3
Overview and demographics,Maternal age,Maternal age,39,Indigenous status (mother),Not stated,Trend,2014,93,506,18.4
Overview and demographics,Maternal age,Maternal age,40,Indigenous status (mother),Indigenous,Trend,2014,243,12817,1.9
Overview and demographics,Maternal age,Maternal age,40,Indigenous status (mother),Non-Indigenous,Trend,2014,12832,294521,4.4
Overview and demographics,Maternal age,Maternal age,40,Indigenous status (mother),Not stated,Trend,2014,27,506,5.3
Overview and demographics,Maternal age,Maternal age,0,Indigenous status (mother),Indigenous,Trend,2014,0,12817,0
Overview and demographics,Maternal age,Maternal age,0,Indigenous status (mother),Non-Indigenous,Trend,2014,17,294521,0
Overview and demographics,Maternal age,Maternal age,0,Indigenous status (mother),Not stated,Trend,2014,3,506,0.6
Overview and demographics,Maternal age,Maternal age,20,Parity,None,Trend,2014,7686,133867,5.7
Overview and demographics,Maternal age,Maternal age,20,Parity,One,Trend,2014,1486,104804,1.4
Overview and demographics,Maternal age,Maternal age,20,Parity,Two,Trend,2014,146,43133,0.3
Overview and demographics,Maternal age,Maternal age,20,Parity,Three,Trend,2014,9,15211,0.1
Overview and demographics,Maternal age,Maternal age,24,Parity,None,Trend,2014,22215,133867,16.6
Overview and demographics,Maternal age,Maternal age,24,Parity,One,Trend,2014,12618,104804,12
Overview and demographics,Maternal age,Maternal age,24,Parity,Two,Trend,2014,3866,43133,9
Overview and demographics,Maternal age,Maternal age,24,Parity,Three,Trend,2014,940,15211,6.2
Overview and demographics,Maternal age,Maternal age,24,Parity,Four or more,Trend,2014,254,10656,2.4
Overview and demographics,Maternal age,Maternal age,24,Parity,Not stated,Trend,2014,11,173,6.4
Overview and demographics,Maternal age,Maternal age,29,Parity,None,Trend,2014,42987,133867,32.1
Overview and demographics,Maternal age,Maternal age,29,Parity,One,Trend,2014,25996,104804,24.8
Overview and demographics,Maternal age,Maternal age,29,Parity,Two,Trend,2014,10600,43133,24.6
Overview and demographics,Maternal age,Maternal age,29,Parity,Three,Trend,2014,3785,15211,24.9
Overview and demographics,Maternal age,Maternal age,29,Parity,Four or more,Trend,2014,1902,10656,17.8
Overview and demographics,Maternal age,Maternal age,29,Parity,Not stated,Trend,2014,26,173,15
Overview and demographics,Maternal age,Maternal age,34,Parity,None,Trend,2014,41760,133867,31.2
Overview and demographics,Maternal age,Maternal age,34,Parity,One,Trend,2014,39416,104804,37.6
